ID,NAME,ADDR,LAT,LNG
1,가평축산농협 동물병원,경기도 가평군 가평읍 대곡리 166-1번지 ,37.8248498,127.5149412
2,가평축산농협 동물병원,경기도 가평군 가평읍 대곡리 166-1번지 ,37.8248498,127.5149412
3,경기동물병원,경기도 가평군 청평면 청평리 438-23번지,37.7357751,127.4158685
4,가평동물병원,경기도 가평군 가평읍 대곡리 236-7번지,37.8261804,127.5135193
5,청평동물병원,경기도 가평군 청평면 청평리 465-25번지,37.7383541,127.4203414
6,우랑동물병원(산업동물출장진료전문병원),경기도 가평군 가평읍 읍내리 602번지 ,37.8330387,127.5088297
7,경기동물병원,경기도 가평군 청평면 청평리 438-23번지 경기동물병원 ,37.7357751,127.4158685
8,설악동물병원,경기도 가평군 설악면 신천리 454-3번지 ,37.6777754,127.4903847
9,가평축산농협 동물병원,경기도 가평군 가평읍 대곡리 166-2번지 가평축산농협 ,37.8244544,127.5147113
10,현리동물병원,경기도 가평군 조종면 현리 303-6번지 ,37.8204256,127.3464232
11,가평가축병원,경기도 가평군 가평읍 대곡리 230-3번지 ,37.8249884,127.5141585
12,현대가축병원,경기도 가평군 가평읍 읍내리 489-14번지 현대동물병원 ,37.829569,127.5111914
13,선진가축병원(산업동물출장진료전문병원),경기도 가평군 가평읍 읍내리 535-2번지 ,37.8293745,127.5103268
14,대한동물병원,경기도 가평군 가평읍 대곡리 189-1   번지,37.8242335,127.5158002
15,가평유기동물병원,경기도 가평군 하면 대보리 223번지,37.8026488,127.3707081
16,？평애견동물병원,경기도 가평군 청평면 청평리 453-1번지,37.7365812,127.4172343
17,푸른가축병원(산업동물출장진료전문병원),경기도 가평군 가평읍 읍내리 457번지,37.8300964,127.5121378
18,이용철동물병원,경기도 고양시 일산서구 일산동 643-3번지,37.6835406,126.7726809
19,거부기 동물병원,경기도 고양시 일산동구 장항동 742-1번지 한라밀라트 B동 113호,37.6618409,126.7659027
20,로하스 동물병원,경기도 고양시 일산서구 주엽동 63번지 강선마을8단지 ,37.6697436,126.7665123
21,진스 종합 동물병원,경기도 고양시 일산동구 장항동 883번지 호수마을5단지아파트 121호,37.6501845,126.7761267
22,펫앤유 24시 동물병원,경기도 고양시 덕양구 내유동 431-9번지,37.7149313,126.851395
23,경서동물병원,경기도 고양시 덕양구 화전동 219-14번지,37.6006961,126.8728368
24,해오름 동물병원,경기도 고양시 덕양구 주교동 621-3번지 101호,37.6588561,126.8384876
25,위드동물병원,경기도 고양시 일산서구 대화동 2606번지 원마운트 1231호,37.6643761,126.7544363
26,FM 동물메디컬센터,경기도 고양시 덕양구 화정동 970-1번지 대감빌딩 ,37.6338526,126.8310655
27,삼송동물병원,경기도 고양시 덕양구 삼송동 135-51번지,37.6524937,126.8910022
28,고양시 동물보호센터,경기도 고양시 덕양구 원흥동 471-10번지 고양시 농업기술센터 ,37.6494354,126.8698171
29,워리워리,경기도 고양시 일산서구 대화동 2107-18번지 24통8반 2층 ,37.6816531,126.7570994
30,Helix ADI Center : 헬릭스 영상진단센터,경기도 고양시 덕양구 행신동 1086번지 205~6호,37.617467,126.8462355
31,그랜드 동물병원,경기도 고양시 일산서구 주엽동 115-1번지 시대프라자,37.6706274,126.7580992
32,24시 나음동물의료센터,경기도 고양시 일산동구 장항동 852번지 현대 에뜨레보 103~4호,37.6549654,126.774435
33,원흥동물의료센터,경기도 고양시 덕양구 도내동 1087번지 201호,37.6292705,126.8687542
34,해밀동물병원,경기도 고양시 일산동구 식사동 513-3번지,37.6653813,126.8157942
35,민동물병원,경기도 고양시 덕양구 성사동 699-1번지,37.6555184,126.8355939
36,화정동물병원,경기도 고양시 덕양구 화정동 913-4번지 201호,37.6399356,126.8320372
37,헬릭스동물메디컬센터,"경기도 고양시 덕양구 행신동 1086번지 서정프라자 1층, 2층",37.617467,126.8462355
38,삼송사랑 동물의료센터,경기도 고양시 덕양구 삼송동 326-2번지 우영프라자 2층,37.6507482,126.8843078
39,위즈펫동물병원 일산장항점,경기도 고양시 일산동구 장항동 755번지 홈플러스 4층,37.6589637,126.7688243
40,미래동물병원,경기도 고양시 일산서구 덕이동 263-19번지 양우로데오메인타운 ,37.6928164,126.7572666
41,일산제일,경기도 고양시 일산서구 일산동 1065번지 정발빌딩 ,37.6795683,126.7641005
42,대심동물병원,경기도 고양시 덕양구 관산동 185번지 도광빌딩 ,37.6869931,126.8667003
43,벳케어 동물병원,경기도 고양시 일산서구 가좌동 390-8번지 ,37.6870729,126.7191928
44,Dr. dog 동물영상의료센터,경기도 고양시 일산동구 정발산동 1294-5번지 ,37.6705466,126.781018
45,쿨펫동물병원 킨텍스점,경기도 고양시 일산서구 대화동 2703번지,37.6614886,126.7440193
46,신진가축병원,경기도 고양시 일산서구 일산동 579-3번지 ,37.6860677,126.7749859
47,위시티 동물병원,경기도 고양시 일산동구 식사동 344번지 자이주상복합아파트 상가 B동 211-1호,37.6809381,126.8139867
48,수 동물병원,경기도 고양시 일산동구 장항동 751번지 삼성라끄빌 ,37.6608223,126.7656566
49,펫스티벌 동물병원,경기도 고양시 일산동구 풍동 660-3번지 ,37.6790208,126.7936776
50,조이동물병원 제니스점,경기도 고양시 일산서구 탄현동 1640번지 일산위브더제니스수퀘어 159 160호,37.6940982,126.7628408
51,시민종합동물병원,경기도 고양시 일산서구 주엽동 31-1번지,37.6746843,126.7637081
52,펫스마일동물병원,경기도 고양시 일산서구 대화동 2194-4번지 ,37.6770723,126.7509592
53,탑 동물병원,경기도 고양시 덕양구 토당동 882번지 가남프라자 108호,37.619743,126.8247323
54,현대동물병원,경기도 고양시 일산서구 일산동 573번지 ,37.6874592,126.777045
55,이솝동물병원,경기도 고양시 일산동구 마두동 898-7번지 ,37.6616277,126.7862125
56,반딧불 동물병원,경기도 고양시 일산서구 주엽동 110-2번지 가람상가 208호,37.6703244,126.759687
57,김 S 동물병원,경기도 고양시 일산동구 정발산동 702-4번지,37.6666583,126.7735945
58,예 동물병원,경기도 고양시 덕양구 도내동 1020번지,37.6302983,126.8694207
59,24일산우리동물병원,경기도 고양시 일산서구 주엽동 115번지 대우시티프라자,37.6708264,126.7584952
60,초원동물병원,경기도 고양시 일산서구 일산동 1054-1번지 현대프라자 ,37.6795472,126.7626043
61,토베스트 동물병원,경기도 고양시 일산동구 정발산동 1203-7번지 ,37.6723519,126.7780429
62,Dr.Dog동물의료센터,경기도 고양시 일산동구 정발산동 1294-5번지 1층 ,37.6705466,126.781018
63,Dr.dog 동물병원,경기도 고양시 일산서구 일산동 1294-4번지,37.677682,126.7761564
64,토론토 동물병원,경기도 고양시 일산서구 대화동 2119-4번지 ,37.6781278,126.7558527
65,튼튼동물병원,경기도 고양시 일산동구 백석동 1309번지 우림오피스텔 ,37.6417722,126.7872106
66,강남동물병원,경기도 고양시 일산동구 식사동 670-28번지 ,37.6787711,126.8110676
67,신원동물메디컬센터,경기도 고양시 덕양구 신원동 638-4번지 ,37.6618789,126.8880641
68,올리브동물병원,경기도 고양시 일산동구 마두동 806번지 올리브상가 C동 112호,37.6496066,126.7802078
69,백마동물병원,경기도 고양시 일산동구 마두동 728-1번지 장항A타운 ,37.6552376,126.7899027
70,이창훈 동물병원,경기도 고양시 일산동구 정발산동 1180-3번지 ,37.6693755,126.7763517
71,일산 클래식 동물병원,경기도 고양시 일산동구 백석동 1194번지,37.6478809,126.7823999
72,삼송우리동물병원,경기도 고양시 덕양구 동산동 361-4번지,37.6451923,126.8873647
73,365 신원당 동물병원,경기도 고양시 덕양구 성사동 706-4번지 1층 365 신원당동물병원 ,37.6543538,126.8403447
74,페로페라동물병원,경기도 고양시 일산동구 식사동 1545-2번지 ,37.6763518,126.8137376
75,애니웰 동물병원,경기도 고양시 일산동구 백석동 1314번지 성우아뜨리움오피스텔 110호,37.6398309,126.7898787
76,쿨펫동물병원,경기도 고양시 덕양구 화정동 982번지 롯데마트 ,37.6328886,126.8310678
77,돌봄동물병원,경기도 고양시 일산서구 덕이동 1544번지,37.6990711,126.753935
78,피그만클리닉,경기도 고양시 덕양구 행신동 709-1번지 15통5반,37.6133577,126.832619
79,서울종합동물병원백석,경기도 고양시 일산동구 백석동 1320번지 202동 110호,37.6388269,126.7876836
80,가람동물병원,경기도 고양시 일산동구 마두동 796번지 강촌마을7단지 ,37.6543794,126.7789583
81,메리알 동물병원,경기도 고양시 일산동구 백석동 1324번지 동문타워II,37.6399409,126.7859583
82,다니엘 동물병원,경기도 고양시 일산동구 마두동 751-2번지 ,37.6567391,126.7882099
83,디엔씨,경기도 고양시 덕양구 행신동 950-1번지 106호,37.6234177,126.8361756
84,소망 동물병원,경기도 고양시 일산동구 식사동 1546번지 102호,37.6764934,126.8121843
85,봄빛동물병원,경기도 고양시 일산동구 백석동 1244-3번지 ,37.6476034,126.7882929
86,중산종합동물병원,경기도 고양시 일산서구 일산동 555-9번지 42통5반 ,37.6857927,126.7772087
87,일산시티 동물의료센터,경기도 고양시 일산동구 장항동 752번지 삼성메르헨하우스,37.660076,126.7664069
88,통일로 동물병원,경기도 고양시 덕양구 관산동 163-16번지 ,37.687798,126.8693064
89,Wiz-Pet 동물병원,경기도 고양시 일산동구 백석동 1242번지 롯데아우렛 1층 ,37.6431641,126.789654
90,위즈펫동물병원 풍산점,경기도 고양시 일산동구 중산동 1809번지,37.6738193,126.7870725
91,하노버,경기도 고양시 일산서구 주엽동 17번지 문촌마을 복합상가 ,37.6723467,126.7573454
92,호수동물병원,경기도 고양시 일산서구 주엽동 17번지 문촌마을10단지아파트 A동 106-3호,37.6723467,126.7573454
93,작은 친구 동물병원,경기도 고양시 덕양구 토당동 855-1번지 ,37.620278,126.8210724
94,삼송동물의료센터,경기도 고양시 덕양구 삼송동 61-9번지,37.6543814,126.8960875
95,일산동물의료원,경기도 고양시 일산서구 대화동 2038번지 ,37.682376,126.7537981
96,원당동물병원,경기도 고양시 덕양구 주교동 611-9번지 ,37.6564072,126.8333707
97,해맑은 동물병원,경기도 고양시 일산서구 탄현동 1573-5번지 현해프라자 203호,37.6912611,126.7632694
98,사과나무 동물병원,경기도 고양시 일산서구 일산동 1084-3번지 가람프라자 101호,37.6772424,126.7679054
99,포근한동물병원,경기도 고양시 덕양구 삼송동 337-3번지 ,37.6481623,126.884176
100,참사랑,경기도 고양시 일산동구 중산동 1570번지 ,37.6930436,126.780985
101,자유로 동물병원,경기도 고양시 일산서구 대화동 1450-1번지 자유로프라자 ,37.669548,126.7340737
102,Dr.JK 동물병원,경기도 고양시 일산동구 장항동 742번지 한라밀라트 A동 102호,37.6621933,126.7664115
103,고양동물병원,경기도 고양시 덕양구 고양동 243번지 ,37.7010204,126.9017583
104,스마트동물병원,"경기도 고양시 일산동구 장항동 750번지 삼성스위트101호, 102-1호 ",37.6617395,126.7647696
105,경서동물병원,경기도 고양시 덕양구 화전동 219-14번지 ,37.6006961,126.8728368
106,신일산동물병원,경기도 고양시 일산동구 마두동 759번지 백마프라자 ,37.6547395,126.7836261
107,더독,경기도 고양시 일산동구 중산동 1667-3번지 ,37.6831552,126.7784297
108,행복이가득한 동물병원,경기도 고양시 덕양구 화정동 977-1번지 ,37.6320271,126.8334601
109,가좌동물병원,경기도 고양시 일산서구 가좌동 308-1번지 마루프라자 나동 102.103호 ,37.6852373,126.7201861
110,고양 우리아이 동물병원,경기도 고양시 덕양구 고양동 162번지 ,37.7053455,126.9023875
111,조이동물병원,경기도 고양시 일산서구 덕이동 267-1번지 ,37.6927946,126.7597724
112,펫피아 동물병원,경기도 고양시 덕양구 행신동 756-10번지 ,37.6155771,126.8346754
113,제이엠 동물병원,경기도 고양시 일산동구 장항동 846번지 센트럴프라자 205호,37.6582698,126.7733483
114,웨스턴동물병원,경기도 고양시 일산동구 장항동 863-1번지 드림월드빌딩 ,37.6564086,126.7707135
115,풍동동물병원,경기도 고양시 일산동구 풍동 1280번지 ,37.6673787,126.7979039
116,행신동물병원,경기도 고양시 덕양구 행신동 647-14번지 ,37.6192756,126.8315975
117,마리,경기도 고양시 일산서구 탄현동 1487번지 탄현마을2단지 ,37.6934581,126.7670946
118,풍동 라파엘 동물병원,경기도 고양시 일산동구 풍동 1279-2번지 아크리아 ,37.6672997,126.7990716
119,서울프라임 동물병원,경기도 고양시 덕양구 화정동 1148-1번지,37.6274435,126.8288713
120,아마존,경기도 고양시 덕양구 행신동 944번지 ,37.6245795,126.8358671
121,산들동물병원,경기도 고양시 일산동구 중산동 1669-4번지,37.6820201,126.7784898
122,앞선동물병원,경기도 고양시 덕양구 신원동 638-2번지 ,37.6617165,126.887781
123,탄현 동물병원,경기도 고양시 일산서구 탄현동 305-41번지 ,37.6988745,126.7634377
124,봄빛 동물병원,경기도 고양시 일산동구 백석동 1244-3   번지 1층,37.6476034,126.7882929
125,탑 동물병원,경기도 고양시 덕양구 토당동 866-2번지,37.6188322,126.8242021
126,고양,경기도 고양시 덕양구 고양동 176-8번지,37.7069587,126.9029523
127,서울동물병원,경기도 고양시 덕양구 화정동 983번지,37.6323295,126.8307632
128,백마,경기도 고양시 일산동구 마두동 728-1번지,37.6552376,126.7899027
129,한국마사회 원당목장 동물병원,경기도 고양시 덕양구 원당동 산 38-72번지,37.6680791,126.8721753
130,인다임,경기도 고양시 일산동구 백석동 1292번지,37.644718,126.7869868
131,열린동물병원,경기도 고양시 일산서구 대화동 2252-1번지,37.6738511,126.7487371
132,네내동물병원,경기도 고양시 덕양구 행신동 180-1번지 1층 제6호,37.6191116,126.8431172
133,서울종합동물병원백석,"경기도 고양시 일산동구 백석동 1320번지 동문굿모닝힐 202동 110,111호",37.6388269,126.7876836
134,쥬쥬동물병원,경기도 고양시 덕양구 관산동 290번지,37.6892133,126.854928
135,수,경기도 고양시 덕양구 토당동 389-20  번지 ,37.6208866,126.8243218
136,금호동물병원,경기도 고양시 덕양구 토당동 282-2   번지 외6필지 금호프라자 132호,37.625272,126.8169823
137,마이독 동물병원,경기도 고양시 일산서구 탄현동 1593-3번지,37.6931283,126.7734563
138,하노버 동물병원(대화분원),경기도 고양시 일산서구 대화동 1463-1번지,37.6696546,126.7334046
139,원당가축병원,경기도 고양시 덕양구 주교동 611-9   번지,37.6564072,126.8333707
140,위즈펫동물병원,경기도 고양시 일산서구 주엽동 15번지,37.6732434,126.7553248
141,백석동물병원,경기도 고양시 일산동구 백석동 1332-1번지 레이크하임상가 109호,37.6436896,126.7863213
142,정글펫동물병원,경기도 고양시 일산동구 정발산동 1176-3번지 지하1층,37.669769,126.7748204
143,해밀동물병원,경기도 고양시 일산동구 식사동 513-3번지,37.6653813,126.8157942
144,Pets Heim 동물병원,경기도 고양시 일산동구 정발산동 1331번지,37.6681525,126.7823172
145,행복이 가득한 동물종합병원,경기도 고양시 덕양구 화정동 969-1번지,37.6351061,126.8318444
146,좋은,경기도 고양시 일산서구 일산동 1062번지,37.6780404,126.7659872
147,페츠하임동물병원,경기도 고양시 일산동구 정발산동 1331번지 2층,37.6681525,126.7823172
148,한솔동물병원,경기도 고양시 덕양구 고양동 243번지 삼라마이다스 프라자 114호,37.7010204,126.9017583
149,베스트동물병원,경기도 고양시 일산서구 주엽동 17번지 동부썬프라자 A동 106호,37.6723467,126.7573454
150,호수,경기도 고양시 일산동구 백석동 1201-2   번지,37.6479911,126.783544
151,일산꿈,경기도 고양시 일산서구 일산동 1080번지,37.6774069,126.7690498
152,구일산건국,경기도 고양시 일산서구 일산동 643-3   번지,37.6835406,126.7726809
153,Dr.해리엇,경기도 고양시 일산동구 마두동 753번지,37.6581612,126.7874012
154,삼송가축병원,경기도 고양시 덕양구 삼송동 23-1   번지,37.6539396,126.8957822
155,현대동물병원,경기도 고양시 일산서구 일산동 573번지 고봉빌딩 101호,37.6874592,126.777045
156,베스트동물병원,경기도 고양시 일산서구 주엽동 17번지 문촌마을 동부썬프라자 A동 106-3호,37.6723467,126.7573454
157,행복한,경기도 고양시 일산동구 장항동 702-4번지,37.6641258,126.7686268
158,쿨펫 동물병원,경기도 고양시 덕양구 화정동 982번지 롯데마트 2층 동물병원 코너,37.6328886,126.8310678
159,더베츠동물병원,경기도 고양시 일산동구 장항동 736번지 엔트리윈프라자 108호,37.6644621,126.765577
160,웨스턴 동물병원,경기도 고양시 일산동구 장항동 867번지 웨스턴돔1동 A175호,37.6557984,126.771928
161,산들 동물병원,경기도 고양시 일산서구 일산동 6블록 1롯트,37.6895265,126.7653611
162,쿨펫 동물병원,경기도 고양시 덕양구 화정동 982번지 롯데마그넷 2층,37.6328886,126.8310678
163,베스트 동물병원,경기도 고양시 일산서구 주엽동 17번지 동부썬프라자 A동 106호,37.6723467,126.7573454
164,쿨펫동물병원 주엽점,경기도 고양시 일산서구 주엽동 20번지 그랜드백화점 주차빌딩 1층,37.6712091,126.7605456
165,고양가축병원,경기도 고양시 일산서구 일산동 592번지,37.6870153,126.771185
166,라페스타 동물병원,경기도 고양시 일산동구 장항동 761번지,37.6619608,126.7672963
167,굿모닝동물병원,경기도 고양시 덕양구 화정동 893-3번지 ,37.6398826,126.8327851
168,라페스타 종합동물병원,경기도 고양시 일산동구 장항동 761번지,37.6619608,126.7672963
169,애니웰동물병원,경기도 고양시 일산동구 백석동 1314번지 성우아뜨리움오피스텔 110호,37.6398309,126.7898787
170,쿨펫동물병원 주엽점,경기도 고양시 일산서구 주엽동 22번지 그랜드백화점 주차빌딩 1층,37.6709039,126.7611019
171,그랜드동물병원,경기도 고양시 일산서구 주엽동 109번지 화성프라자 1층,37.6699656,126.7604589
172,화정에덴동물병원,경기도 고양시 덕양구 화정동 893-3   번지,37.6398826,126.8327851
173,라페스타 종합동물병원,경기도 고양시 일산동구 장항동 761번지 라페스타 F동 117호,37.6618172,126.7675461
174,베스트동물병원,경기도 고양시 일산서구 주엽동 17번지 동부썬프라자 A동 106호,37.6723467,126.7573454
175,건국동물병원,경기도 고양시 일산서구 덕이동 267-1번지,37.6927946,126.7597724
176,라페스타종합동물병원,경기도 고양시 일산동구 장항동 761번지 라페스타 F동 117호,37.6619608,126.7672963
177,베스트동물병원,경기도 고양시 일산서구 주엽동 17번지 문촌마을 동부썬프라자 A동 106-3호,37.6723467,126.7573454
178,신원당 종합 동물병원,경기도 고양시 덕양구 성사동 706-4번지,37.6543538,126.8403447
179,마이독 동물병원,경기도 고양시 일산서구 탄현동 1593-3번지,37.6931283,126.7734563
180,서울종합동물병원백석,경기도 고양시 일산동구 백석동 1320번지,37.6388269,126.7876836
181,쿨펫동물병원(장항점),경기도 고양시 일산동구 장항동 755번지 홈플러스 지하 1층,37.6589637,126.7688243
182,흰돌,경기도 고양시 일산동구 백석동 13-71번지,37.6583533,126.794019
183,통일동물병원,경기도 고양시 덕양구 삼송동 77-11  번지,37.6527448,126.889778
184,에덴동물병원,경기도 고양시 덕양구 덕은동 83-6   번지,37.5913632,126.8824773
185,산들동물병원,경기도 고양시 일산서구 일산동 6블록 1롯트,37.6895265,126.7653611
186,쿨펫동물병원 장항점,경기도 고양시 일산동구 장항동 755번지 홈플러스 지하1층,37.6589637,126.7688243
187,임준석동물병원,경기도 고양시 일산서구 일산동 2103번지 ,37.6891797,126.7632081
188,주주 동물병원,경기도 고양시 일산서구 일산동 13블럭 3롯트 대진빌딩 103호,37.6826302,126.7771503
189,대한동물병원,경기도 고양시 덕양구 고양동 89번지 (1층),37.7047387,126.8987028
190,행복한 동물병원,경기도 고양시 일산서구 가좌동 308-1번지 나동 105호,37.6853363,126.7201177
191,비타민 동물병원,경기도 고양시 일산서구 대화동 2252-1번지,37.6738511,126.7487371
192,이리온 동물의료원(일산점),경기도 고양시 일산서구 주엽동 73번지 태영프라자 105호,37.6685431,126.7654053
193,세브란스,경기도 고양시 일산서구 탄현동 1573-5번지,37.6912611,126.7632694
194,동물의 왕국,경기도 고양시 덕양구 화정동 913번지 1층,37.6403864,126.8322628
195,미래종합,경기도 고양시 일산서구 대화동 2194-4   번지,37.6770723,126.7509592
196,베스트동물병원,경기도 고양시 일산서구 주엽동 17번지 동부썬프라자 A동 106호,37.6723467,126.7573454
197,주엽동물병원,경기도 고양시 일산서구 주엽동 63번지 상가동 106호,37.6697436,126.7665123
198,일산종합동물병원,경기도 고양시 일산동구 백석동 1157-3번지,37.6489667,126.7898527
199,일산하나로 외과 동물병원,경기도 고양시 일산동구 중산동 1696번지,37.6824573,126.7809825
200,베스트,경기도 고양시 일산서구 주엽동 17번지,37.6723467,126.7573454
201,고봉동물병원,경기도 고양시 일산동구 문봉동 53-11번지,37.7006286,126.8285643
202,하나로 동물병원,경기도 고양시 덕양구 고양동 8-7번지 명빌딩 4층,37.7083452,126.9017824
203,Dr. 헤리엇 동물병원,경기도 고양시 일산동구 마두동 753번지 102호,37.6581612,126.7874012
204,꿈꾸는 강아지 동물병원,경기도 고양시 덕양구 화정동 1000-3번지 107호,37.6302427,126.8331243
205,마이독 동물병원,경기도 고양시 일산서구 탄현동 1593-3번지,37.6931283,126.7734563
206,화정에덴,경기도 고양시 덕양구 화정동 893-3   번지,37.6398826,126.8327851
207,베스트동물병원,경기도 고양시 일산서구 주엽동 17번지 동부썬프라자 A동 106호,37.6723467,126.7573454
208,마이팻,경기도 고양시 일산서구 탄현동 1574-4   번지,37.6899347,126.7622986
209,문촌동물병원,경기도 고양시 일산서구 대화동 2145-1번지 ,37.6778199,126.7551283
210,고양,경기도 고양시 덕양구 고양동 176-8   번지,37.7069587,126.9029523
211,위즈펫동물병원 킨텍스점,경기도 고양시 일산서구 대화동 1050-171번지 롯데빅마켓 킨텍스점 지하1층,37.6671045,126.7537358
212,닥터임 동물병원,경기도 과천시 주암동 685-18번지 ,37.447797,127.0167256
213,마사랑동물병원,경기도 과천시 주암동 685-12번지 ,37.447797,127.0167256
214,꾸러기동물병원,경기도 과천시 별양동 1-18번지 ,37.4267499,126.9924993
215,구자동동물병원,경기도 과천시 별양동 1-7번지 백두빌딩 ,37.4280835,126.9935046
216,슈르 동물병원,경기도 과천시 원문동 4번지 래미안 슈르아파트A상가 1010호,37.420578,126.9922516
217,삼포마필동물병원,경기도 과천시 주암동 685번지 ,37.447797,127.0167256
218,서울동물병원,경기도 과천시 과천동 513-4번지 ,37.4479686,126.9941915
219,렛츠런파크 서울 동물병원,경기도 과천시 주암동 685번지 한국마사회 ,37.447797,127.0167256
220,서울대공원 동물병원,경기도 과천시 막계동 159-1번지 서울대공원 ,37.435886,127.0141698
221,경기 말 전문병원,경기도 과천시 문원동 115-402번지,37.4218576,127.0106656
222,과천종합 동물병원,경기도 과천시 별양동 벽산상가 1층 114호,37.4303091,126.9962498
223,과천25시 동물병원,경기도 과천시 별양동 1-11번지 벽산상가 1층124호,37.4279392,126.9929171
224,웰펫동물병원,경기도 과천시 별양동 1-19  번지 NC백화점 4층,37.4262182,126.9918102
225,꾸러기 동물병원,경기도 과천시 별양동 1-18번지 새서울프라자 1층 24호,37.4267499,126.9924993
226,꾸러기동물병원,경기도 과천시 별양동 새서울프라자217-104,37.4267499,126.9924993
227,한국마사회 부속동물병원,경기도 과천시 주암동 685번지,37.447797,127.0167256
228,웰펫동물병원,경기도 과천시 별양동 1-19  번지 뉴코아백화점4층,37.4262182,126.9918102
229,닥터임 동물병원,경기도 과천시 주암동 685-0018번지,37.4473279,127.0209407
230,정다운 동물병원,경기도 과천시 별양동 1-7번지 1층 110호,37.4280835,126.9935046
231,주암동물병원,경기도 과천시 주암동 685번지,37.447797,127.0167256
232,과천종합동물병원,경기도 과천시 별양동 1-11번지,37.4279392,126.9929171
233,가나동물병원,경기도 과천시 별양동 1-5번지,37.4283267,126.9937192
234,꾸러기 동물병원,경기도 과천시 별양동 1-18번지,37.4267499,126.9924993
235,웰펫동물병원,경기도 과천시 별양동 1-19  번지 뉴코아백화점4층,37.4262182,126.9918102
236,웰펫동물병원,경기도 과천시 별양동 1-19번지 뉴코아백화점5층,37.4262182,126.9918102
237,김창식,경기도 과천시 주암동 685-18번지 가측,37.4473279,127.0209407
238,과천25시동물병원,경기도 과천시 별양동 1-11번지 벽산상가 1층 124호,37.4279392,126.9929171
239,웰펫동물병원,경기도 과천시 별양동 1-19번지 뉴코아백화점5층,37.4262182,126.9918102
240,웰펫동물병원,경기도 과천시 별양동 7번지 복합상가 214,37.4264707,126.9939454
241,준마동물병원,경기도 과천시 주암동 685-0012번지,37.4427963,127.0176625
242,봄빛동물병원,경기도 광명시 철산동 634번지 ,37.4717395,126.8743154
243,참 좋은 동물병원,경기도 광명시 광명동 대성빌딩 ,37.4773996,126.860287
244,뉴광명동물메디컬센터,경기도 광명시 광명동 158-1428번지 ,37.4764359,126.8532683
245,진종합동물병원,경기도 광명시 소하동 34-12번지 1층 ,37.4518544,126.8921493
246,마음동물병원,경기도 광명시 소하동 1382번지,37.4324616,126.8797381
247,바른동물병원,경기도 광명시 철산동 105-1번지 ,37.4844894,126.8670122
248,광명시티동물병원,경기도 광명시 소하동 38-2번지 ,37.450519,126.8900719
249,웰니스 동물병원,경기도 광명시 소하동 1339-3번지 3층 ,37.4467111,126.8842238
250,24시 광명힐 동물메디컬센터,경기도 광명시 소하동 1335번지 ,37.4483777,126.8840064
251,해담동물병원,경기도 광명시 철산동 424번지 ,37.4738777,126.8688402
252,모아동물병원,경기도 광명시 하안동 33번지 1층 ,37.4634914,126.8791221
253,김민성 동물병원,경기도 광명시 철산동 637번지 종합상가동 112호,37.4721116,126.868719
254,행복한동물병원,경기도 광명시 광명동 6-87번지 ,37.4889005,126.863793
255,온빛동물병원,경기도 광명시 소하동 1269번지 ,37.4338851,126.8796228
256,하안동물병원,경기도 광명시 하안동 34-3번지 세인빌딩 1층 105호,37.4629058,126.8791005
257,앨리스동물병원,경기도 광명시 소하동 1341-3번지 ,37.4468543,126.8833195
258,광명 24 아이디동물의료센터,경기도 광명시 철산동 259번지 ,37.4759917,126.865931
259,주식회사 센트럴동물병원,경기도 광명시 철산동 245-9번지,37.4763721,126.867626
260,철산동물병원,경기도 광명시 철산동 434번지 철산상업지구 서울종합빌딩1층,37.4743741,126.8695628
261,애견나라 종합동물병원,경기도 광명시 광명동 6-87번지,37.4889005,126.863793
262,봄빛동물병원,경기도 광명시 철산동 634번지 철산래미안자이아파트 상가 101호,37.4717395,126.8743154
263,굿모닝동물병원,경기도 광명시 광명동 158-235번지,37.4773996,126.860287
264,센트럴동물병원,경기도 광명시 철산동 245-9번지,37.4763721,126.867626
265,부부동물병원,경기도 광명시 광명동 293-31번지,37.4750469,126.8520953
266,동물나라동물병원,경기도 광명시 하안동 296-3번지 103호,37.4611295,126.8778148
267,K-9 종합동물병원(철산점),경기도 광명시 철산동 480번지,37.4745688,126.8664536
268,애견나라 동물병원,경기도 광명시 광명동 6-87번지,37.4889005,126.863793
269,애견나라 동물종합병원,경기도 광명시 광명동 6-87번지,37.4889005,126.863793
270,K-9종합동물병원(하안점),경기도 광명시 하안동 33-1번지 다래빌딩 103,37.4631854,126.8794052
271,닥터심 동물병원,경기도 광명시 광명동 374-10번지,37.4720994,126.8511517
272,애견나라 동물병원,경기도 광명시 광명동 6-87번지,37.4889005,126.863793
273,러브펫 동물병원,경기도 광명시 소하동 1339-1번지,37.4476028,126.8839851
274,해맑은동물병원,경기도 광명시 광명동 149-7번지,37.478514,126.8579559
275,현진동물병원,경기도 광명시 소하동 48-56번지,37.4545704,126.8868447
276,소하동물병원,경기도 광명시 소하동 920-5번지,37.4358218,126.879179
277,애견나라 동물병원,경기도 광명시 광명동 6-87번지,37.4889005,126.863793
278,마루동물병원,경기도 광명시 광명동 290-14번지,37.4742354,126.8516561
279,동현24시동물병원,경기도 광주시 송정동 64-29번지 1층,37.4140893,127.2607777
280,분당에덴동물병원,경기도 광주시 오포읍 능평리 166-1번지,37.344981,127.1774574
281,신장가축병원,경기도 광주시 역동 27-63번지,37.4069719,127.2605049
